1,0,1
2,0,1
3,0,1
4,0,1
5,0,2
6,0,2
7,0,2
8,0,2
9,2,2
10,2,2
11,2,2
12,2,2
13,2,2
14,2,2
15,3,2
16,3,2
17,3,2
18,3,2
19,3,3
20,4,3
21,4,3
22,4,3
23,5,3
24,5,4
25,5,5
26,5,6
27,5,6
28,5,7
29,5,7
30,5,7
31,5,8
32,5,8
33,5,8
34,5,8
35,6,8
36,6,8
37,6,8
38,6,8
39,6,8
40,6,8
41,6,8
42,6,8
43,6,9
44,6,9
