1,8,3,3
2,8,2,3
3,6,1,2
4,7,2,3
5,8,1,3
6,9,1,3
7,8,1,2
8,6,1,2
9,9,1,2
10,9,1,2
11,10,2,4
12,9,2,4
13,8,2,3
14,9,1,3
15,9,1,3
16,10,2,2
17,9,1,0
18,9,1,0
19,9,1,2
20,7,0,1
21,7,0,1
22,5,0,1
23,7,0,1
24,8,0,1
25,9,0,1
26,9,0,0
27,8,0,0
28,7,1,0
29,9,2,1
30,7,1,0
31,7,1,0
32,6,1,0
33,5,1,0
34,4,0,0
35,4,0,0
36,3,0,0
37,3,1,1
38,3,1,1
39,2,1,1
40,3,0,1
41,3,0,1
42,4,0,0
43,4,0,1
44,4,1,2
